Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
United Kingdom,13.50818671,13.00544434,12.61822928,12.53789689,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039
Georgia,26.52648592,25.27307039,25.27380103,25.62728402,26.10123773,26.78360332,25.00284928,23.91020353,22.96670742,24.25264627,21.82963618,22.19605462
Ghana,35.59497922,34.75965465,35.03722259,26.80667242,27.36828359,28.21169897,28.89742723,27.81534006,25.8895233,34.68190071,36.25265622,34.7135141
Gibraltar,,,,,,,,,,,,
Guinea,24.69337283,24.18143289,24.03487457,22.44512582,21.97102786,22.44535934,22.98996509,21.25856145,21.19667275,26.94288524,24.77771417,26.0624902
"Gambia, The",35.29382272,34.77638077,34.60088048,30.28366896,30.20126341,29.26492223,30.72906478,29.80467273,30.62189539,36.30538082,32.61530208,33.98263855
Guinea-Bissau,30.58919369,30.47041868,30.45688456,26.84057022,26.83635957,27.38943995,27.0902178,26.52420728,26.94095978,31.79127202,29.58586773,29.77470228
Equatorial Guinea,51.3694975,52.10080722,51.73967079,45.58395304,46.18648655,46.85258767,45.23237247,43.62579322,44.30179969,52.63437057,54.50903017,53.24062104
Greece,20.64297007,19.82827375,19.91860796,19.30810369,19.06108814,20.00154124,18.4207689,17.77941628,17.36504185,17.74055711,16.3289203,16.21826638
Grenada,27.73305723,27.73430716,27.48290026,27.77715503,27.47290781,28.13951521,26.46891843,25.84730814,24.28703113,24.16278293,22.88869124,22.72268748
Greenland,15.07685064,15.15751939,13.95706313,13.76893349,13.92232395,14.09660544,13.40669025,12.75796756,12.51054773,11.76203951,11.57250485,11.60217946
Guatemala,29.51331919,30.16835293,31.06172747,31.4646525,29.98259025,31.72733122,29.88625889,30.05682402,26.52785542,25.0727261,23.79782877,24.07064893
Guam,11.81600956,11.8129179,14.31416192,13.80854309,13.88834049,14.1035329,13.24230178,12.78879461,12.02255289,12.53178352,11.65176784,11.63440681
Guyana,24.94626221,24.43404161,27.39095384,27.77781074,27.31186474,27.92942466,26.90129942,24.85550257,23.64826569,23.88788174,22.37149881,22.37557463
High income,16.68898946,16.29010804,16.29308987,16.35992681,16.77173779,17.05161467,16.15512724,15.92907349,15.02960604,15.8619233,14.56384605,14.73491594
"Hong Kong SAR, China",,,,,,,,,,,,
Honduras,27.11257224,27.80802581,27.57162526,28.07955146,26.88295242,28.90074716,27.44714935,27.68413611,23.16154008,22.40619622,21.08695992,20.62885065
Heavily indebted poor countries (HIPC),39.69074186,39.67841806,39.53305204,37.61134337,37.08521706,37.80804803,38.40687051,37.13852994,36.33293811,41.30160771,40.40643351,40.62141242
Croatia,21.93869129,20.925025,21.51238502,22.12263296,21.33471864,21.96600369,20.2024228,19.58696201,18.43310352,19.20668151,17.78931891,17.90177229
Haiti,17.30372331,18.26293938,17.77978999,17.46177208,17.7952414,18.75791703,17.48024488,16.76701123,16.26222456,15.5402773,15.08648313,15.01982438
Hungary,21.83986141,20.01744577,18.98184965,19.46655171,19.13552438,19.36069,17.52996008,17.2318312,16.31532793,17.23213014,15.88535024,15.92604819
IBRD only,50.73671545,51.5031164,52.90120107,56.66957636,59.51532902,60.15565154,55.33383539,56.6935032,53.98749681,53.99447581,51.72043306,52.1622407
IDA & IBRD total,50.49101875,51.04480341,52.04931811,54.74311672,56.74955073,57.26105846,53.54659967,54.03292278,51.79658745,53.14216269,50.90791763,51.27947776
IDA total,49.48298741,49.26507151,48.93261476,48.15083854,47.90605119,48.13035501,47.9768543,45.830937,45.11394266,50.57115171,48.48618091,48.68170516
IDA blend,58.16560974,57.29242624,56.66024839,54.69586898,54.13699205,53.92021987,53.2467513,50.20147461,48.97911073,59.42066624,57.13577391,57.21321669
Indonesia,18.05281101,18.16476574,17.87738998,18.92663745,18.16928033,18.04965117,18.17016951,16.87918132,16.45463183,16.64028042,16.38415363,16.5026533
IDA only,45.08696433,45.1858815,44.96352769,44.7887367,44.69163293,45.14018664,45.25693448,43.57721083,43.12348544,46.02530386,44.06054412,44.33317263
Isle of Man,,,,,,,,,,,,
India,81.29063063,82.77130187,84.16480618,90.3264588,95.75817945,97.59937863,88.1694406,91.80479161,89.62238269,89.3033343,89.67217693,90.87321047
Not classified,,,,,,,,,,,,
Ireland,10.40502692,10.14926046,10.13777616,9.922228363,9.976375087,10.28507938,9.522691993,9.360153635,8.750521533,8.672473458,8.279163345,8.208576735
"Iran, Islamic Rep.",38.07173913,37.72776301,38.41777736,37.62776384,38.65150179,38.0496892,38.54205244,38.10109206,38.10949306,39.61053238,38.84130248,38.97876028
Iraq,63.71657184,63.26491987,62.45795718,62.8517892,68.71140482,66.36260979,66.84207687,63.80269591,56.56703027,66.26503791,63.95479607,61.63623571
Iceland,8.430091258,8.171578825,7.954558321,7.84294641,7.856536667,8.098884846,7.33692926,7.171207035,6.948896646,6.927968941,6.60765416,6.481147263
Israel,24.81052732,24.31730739,24.50362411,22.98279394,24.01923772,23.90468673,23.03884904,22.94633022,22.05914688,22.7797827,20.76570151,21.38110224
Italy,21.31972951,20.27006829,19.77733481,19.60087766,19.02523065,19.99426671,18.10524741,17.75772244,17.76927084,17.89144517,16.49037374,16.75071194
Jamaica,15.95386452,15.91905265,15.89381632,16.00963133,16.09171498,16.54249891,15.46047097,14.93139975,14.07433169,14.1766593,13.39596321,13.40415053
Jordan,35.34311707,34.60585976,33.51144474,32.4828384,33.55056636,33.01726148,33.01693524,33.41761072,33.20542058,34.30544926,33.17661668,33.00608118
Japan,14.41635955,14.31252428,14.20962576,14.34866645,14.14233824,14.14103105,13.12887233,13.36255833,12.58661692,12.68745973,11.62392259,11.70477819
Kazakhstan,16.87025189,15.73268837,15.94476469,15.61864066,15.91449319,15.24383546,14.48103768,14.5985643,13.74975351,14.38480208,13.08443846,13.82428836
Kenya,28.54755209,28.52077778,28.38549871,27.47729884,28.15477084,28.66288466,29.37227988,28.93534528,28.94935013,28.53628017,28.58337727,28.57837427
Kyrgyz Republic,26.15659834,25.43575825,27.08021965,26.77744197,27.26538617,27.51760207,25.48983252,25.44035534,23.29819153,24.34473551,23.1955558,22.73776806
Cambodia,29.47759664,30.0668419,29.97403414,31.40893477,31.34313632,30.91962359,31.28373261,30.33652957,28.58336628,26.76923854,25.20287478,25.61429187
Kiribati,13.11509091,13.42802016,13.52196482,13.34558892,13.17504079,13.35815463,12.59423175,12.32529751,11.39374232,11.51431847,10.53783926,10.64085586
St. Kitts and Nevis,,,,,,,,,,,,
"Korea, Rep.",29.33102172,29.52063135,29.76546929,30.40690403,29.80201,29.68119454,27.91595259,29.46191729,27.21311037,28.2142437,25.09854067,25.03942539
Kuwait,60.55584843,60.0572982,61.48199413,59.67398738,62.74398094,62.82540677,64.07091103,62.61130895,55.62390422,65.40607715,60.84385161,60.74515954
Latin America & Caribbean (excluding high income),19.49430471,19.91467838,20.74239623,21.02720364,21.0202581,21.45002405,20.39750245,19.74147902,18.33488293,17.68227702,16.66600101,16.65422501
Lao PDR,26.5362993,27.09515908,27.54506764,30.17021033,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805,25.10953834
Lebanon,30.34220406,29.84509316,30.61420693,30.02476838,30.89212513,30.06910747,30.10805188,30.58809767,30.44456692,31.22929528,30.17186865,30.62111051
Liberia,17.12342903,17.17619463,17.25314331,16.02440579,15.24919691,16.14705151,16.28820747,15.38285732,14.94227071,18.21280418,17.88677836,17.98411246
Libya,45.06348692,46.71104239,46.25517373,47.12618829,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063,54.25468179
St. Lucia,26.71198527,26.84988155,27.09613315,26.98484975,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712
Latin America & Caribbean,19.58359094,19.96868936,20.79513547,21.07112545,21.04725966,21.50046995,20.43449941,19.76459679,18.38683812,17.74740827,16.69369374,16.70084697
Least developed countries: UN classification,46.08630906,46.26788956,46.07905829,46.21409218,45.96808385,46.35899673,46.54234286,44.78055128,44.40965327,47.0265447,44.92917005,45.27995458
Low income,41.90071856,42.11213455,41.73541008,40.10471728,39.84127362,40.74154855,41.08876828,40.07905298,39.05528196,43.80409451,42.55136451,42.83459516
Liechtenstein,,,,,,,,,,,,
Sri Lanka,29.76850353,30.18607255,30.8557618,30.95673529,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523,11.09961724
Lower middle income,59.1161356,59.63103164,60.36316209,63.2677313,65.6750758,66.10601541,61.89587761,62.53878616,61.27318672,63.26156474,62.38624475,62.84859527
Low & middle income,51.01060713,51.57278745,52.57646398,55.27912384,57.28316535,57.79273848,54.04191809,54.55263577,52.28912988,53.65590118,51.39009141,51.75955847
Lesotho,30.70374352,31.66103372,31.49014676,30.098923,32.24059762,31.3547412,31.21324307,32.14869782,33.08010261,30.88497707,28.33683335,28.02865352
Late-demographic dividend,44.75388992,45.19885875,46.48998441,49.96432933,52.05132496,52.64321351,48.16905177,49.0044518,45.05211529,44.5665739,39.81273973,40.04680883
Lithuania,16.39810163,15.00076058,14.4281323,14.46207088,14.97106496,14.50968278,13.78452468,12.98119203,12.84519425,12.45503512,11.82161558,11.85328236
Luxembourg,13.69446214,12.94762576,12.56956635,12.35553519,12.95878369,12.68599568,11.77557609,11.6053841,10.85761339,11.00665465,10.31198129,10.3646374
Latvia,19.02341913,17.31863105,16.71996638,16.85589453,17.11506451,16.5726763,15.59855973,14.88430819,14.8790851,13.9682016,13.44747197,13.42645752
"Macao SAR, China",,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,
Morocco,30.25549178,30.42096496,30.96744832,30.96781344,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423,32.59354146
Monaco,,,,,,,,,,,,
Moldova,22.84505236,20.89016132,19.58110083,19.14452152,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271
Madagascar,22.27356007,22.29494821,21.8724009,23.29406281,22.66201053,23.36285963,22.71642527,23.90916176,23.51776666,22.95040117,22.89570824,22.54228288
Maldives,11.43291943,11.50939536,11.08953254,11.43535931,11.30982939,11.78963462,11.1574823,10.56967928,9.921230863,9.37394394,7.972428925,7.795820799
Middle East & North Africa,50.27560044,49.70709855,50.71332695,50.14775609,52.20649338,50.63279377,51.45073097,52.31453533,50.82260572,57.3439364,56.09274032,55.95372169
Mexico,23.51655782,24.13661024,26.77918216,26.86289992,26.365439,27.74129679,25.98165883,25.44908967,23.09968975,22.13299585,20.70682854,20.92111579
Marshall Islands,13.06359474,13.3383996,13.04341192,12.92691993,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199,10.24133222
Middle income,51.71030631,52.34373921,53.51782186,56.70429478,59.06912086,59.56730409,55.4104467,56.10199049,53.72394634,54.73862472,52.37619209,52.77110052
North Macedonia,41.87047581,39.93755917,36.3982167,35.63304687,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451
Mali,41.52876825,40.57247992,39.80005538,37.84408134,36.39765973,35.14164437,34.7002263,32.30682338,33.91611574,41.92692766,38.48039528,38.52660616
Malta,16.85487078,16.66174535,16.5349456,16.10447805,16.4493999,16.64430398,15.39716095,15.28194422,14.43540357,14.72246254,13.81139444,13.90954337
Myanmar,39.80947392,40.76525561,39.36165302,43.3214544,44.05611525,43.61990347,42.5228124,42.88286944,40.28896854,38.51378205,36.033701,35.55745292
Middle East & North Africa (excluding high income),49.39715169,48.60989394,49.21370458,48.77236704,50.50192324,48.59976086,49.19233327,50.35809599,49.54452217,54.830218,54.67474446,54.15040302
Montenegro,28.59908877,27.80047525,26.00124623,25.56279261,25.0554063,26.62922388,24.68030289,23.27422599,21.94705168,22.55969129,20.92405137,20.78181355
Mongolia,37.91553694,36.83717825,39.03252666,39.72640499,43.30465329,45.36017005,42.6543748,42.32131127,39.29514006,42.51464988,38.22281711,40.11284905
Northern Mariana Islands,11.41490119,11.40998512,12.18124211,11.86877124,11.926381,12.19962657,11.43999611,10.96502021,10.3134722,10.39771204,9.91775575,9.892981129
Mozambique,23.38285769,22.79658067,22.68627092,22.66323062,23.56146872,22.6090715,22.86760109,22.63615999,22.61416414,21.90588194,21.47182554,21.29869546
Mauritania,50.06832036,48.41496384,48.86025116,41.87260231,39.63741338,40.04314497,42.34351169,40.21579155,43.11078408,49.49825592,46.66758772,47.42299178
Mauritius,15.77292981,15.75657978,15.39803836,15.53724944,15.1947729,15.20170165,15.24585596,15.55617651,15.29264823,14.44195579,14.34637947,14.45782732
Malawi,26.46902936,26.38950545,26.14208568,25.62740602,25.6961984,25.16500891,25.73840151,24.68347878,25.19822884,24.53742932,23.09261542,23.56592147
Malaysia,17.29444937,17.68253178,18.07616946,19.37781101,18.59375306,19.20260869,19.1822225,17.55444704,16.92315529,17.44091023,15.75128619,16.03580871
North America,9.554770848,9.421869948,9.404172572,9.501231017,9.263171352,9.630811687,8.914901948,8.641442734,8.142225648,7.973349587,7.32104817,7.311074733
Namibia,28.74978965,27.49759667,27.43381856,27.61976141,27.65989633,27.01015451,26.79870806,27.09281609,26.01812153,26.91001673,25.55214196,25.3587654
New Caledonia,,,,,,,,,,,,
Niger,90.59636837,88.63160196,87.50676266,73.43849329,69.15017669,72.98276678,72.54464459,63.03171725,60.54135722,87.28128201,87.70847201,94.05381768
Nigeria,72.12557597,68.71003624,67.5543285,59.65813988,52.60906391,50.97308923,56.1296377,49.74068894,48.63337361,75.39899187,71.369601,71.79817438
Nicaragua,22.60015976,22.34790325,23.0534074,23.02943656,22.4922691,22.47952015,22.35271161,21.92907575,19.38772134,18.56913277,17.7277291,17.61418045
Netherlands,16.469403,15.56169523,14.92868009,14.57801781,15.23243025,14.98813864,13.81241373,13.04314511,12.82879707,12.93210515,12.02524278,12.03440807
Norway,8.995380402,8.793261258,8.668866155,8.35949071,8.341507223,8.853510781,7.925281241,7.633674824,7.670895927,7.242775336,6.95945733,6.956519803
Nepal,87.59845477,90.68716449,88.9430217,93.21824756,100.7844279,100.7660607,96.96329149,95.31398561,98.11601657,96.25276818,98.05471403,99.73437372
Nauru,,,,,,,,,,,,
New Zealand,7.143831418,7.204397399,7.162288498,7.037087279,7.152865691,7.420696435,6.83583564,6.781885551,6.357903512,6.33043381,5.987363154,5.956001129
OECD members,17.34801408,16.96985941,17.04704443,17.06524118,17.15846835,17.28150718,16.32108739,16.07962657,15.35301866,15.47893864,14.50523536,14.54540022
Oman,40.18764563,39.60269064,39.85528916,39.65527175,37.51533394,39.10379482,40.73328348,41.0527687,37.71088051,42.62758972,41.78219181,41.11523827
Other small states,29.33032658,29.67515681,30.01128546,29.71192456,32.11944606,32.03867652,32.8657356,32.79041481,32.10577249,35.61357337,34.22626846,34.77381993
Pakistan,60.33465901,61.43286665,61.10602749,63.37843689,68.00519044,68.54493561,62.37664629,61.02216287,59.51836271,60.08589291,58.63276393,58.28241877
Panama,13.12754571,13.20617049,14.38301431,14.11531568,14.13891846,14.29603899,13.97236651,13.3978705,12.92161513,12.49074394,11.46554742,11.40005433
Peru,28.52093796,29.50529745,30.27366253,32.29922942,31.50257401,31.57116569,30.49445583,29.74308641,27.5826726,26.03726793,25.54274604,24.78672805
Philippines,22.116036,21.97021787,22.20389703,22.81857109,23.59231552,22.75483447,22.54958361,21.21628777,20.25958716,19.58154202,18.22692834,18.06979891
Palau,,,,,,,,,,,,
Papua New Guinea,15.12629938,14.63744926,14.75156315,14.52423915,14.94135871,15.51903383,14.60653316,13.95262793,13.24529823,13.2617261,12.61505599,12.29441826
