Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
Aruba,,,,,,,,,,,,
Africa Eastern and Southern,34.53220417,34.37196936,34.33130864,33.80642371,33.73723286,34.31160987,34.81450978,34.67814814,34.03784641,35.72738435,35.49774718,35.50288778
Afghanistan,65.48679165,65.17951271,64.922462,64.52268271,65.24559168,66.83572711,66.02317421,61.36674452,59.01033025,61.2526558,56.28704672,56.91080835
Africa Western and Central,57.90254719,55.96846555,55.23762679,48.61154423,44.74449161,44.25634718,47.14777075,42.64082829,41.87431087,60.2116493,57.33404919,57.92978313
Angola,36.44811599,35.60290817,36.18296788,34.96291205,33.78724719,33.10419463,33.41549506,34.66392257,32.97402504,32.72987314,31.78538881,32.38850491
Albania,22.71866324,22.02921828,21.99824816,21.57525796,21.27782812,22.77253665,20.57825918,19.93851711,18.88395497,19.51253962,18.18993375,18.20060252
Andorra,14.11874161,13.93686693,12.59401471,12.96137804,12.8071975,13.27350555,12.40705303,11.81367331,10.83041825,11.46217847,10.25583443,10.30762139
Arab World,53.31750163,52.77288346,53.36447875,52.72339421,54.24204755,53.0660583,53.75131869,54.508281,52.95140958,60.81831919,59.15008941,59.054478
United Arab Emirates,39.82462869,39.77842718,39.69880052,38.98906239,38.98006849,39.1934301,39.27712811,39.6081551,37.98342106,42.33499,40.52210348,40.91750982
Argentina,16.22053017,16.84606475,16.78094792,16.40308536,16.85910062,17.38298213,16.13507182,15.59737515,14.46698041,14.6316259,13.75144403,13.31183395
Armenia,36.8607211,35.12094162,36.79644697,37.06872924,37.53004093,38.61227522,37.18448464,34.9372126,33.08594982,34.88143264,32.22716773,32.52811834
American Samoa,12.47908266,12.47908266,15.21466797,15.23784168,15.07272173,15.39064186,14.34415015,14.12722552,13.31699203,13.0193901,12.38272987,12.47382024
Antigua and Barbuda,22.40856353,22.45159506,21.97611804,22.13432961,22.52887611,23.1478617,21.47105044,20.73538507,19.72558362,19.69638779,18.46093032,18.62234285
Australia,10.41185463,10.42639658,10.84372366,10.59713361,10.6188794,11.04726492,10.53708999,9.98768389,9.492978752,9.320015289,8.614508924,8.550324401
Austria,16.86668825,15.70612581,15.35536282,15.59206265,15.14913995,15.57337093,14.28233205,14.08161348,13.37922794,13.54109517,12.59681605,12.47796673
Azerbaijan,23.94291482,23.39142886,22.880772,22.86570599,23.0476012,23.6298688,22.18081034,22.27878046,20.71006751,21.41412281,20.20815664,19.92866362
Burundi,41.24888833,40.0095359,40.95578012,40.14781299,38.38116825,38.23619121,41.01132776,39.97107204,39.38755864,38.43088048,38.65322349,38.89626795
Belgium,17.58749643,16.49606572,15.66245122,15.43635146,16.00931923,15.69844257,14.74189365,14.02266986,13.2336213,13.56652303,12.83308751,12.88651847
Benin,40.2201361,38.07847163,39.77629324,34.3288089,32.39296916,32.58084623,31.99200044,31.44329865,29.66045567,40.47068263,38.44770366,38.99995876
Burkina Faso,46.01466126,45.10893352,44.88311167,39.33511519,37.49132872,37.28137549,38.78415146,33.28720021,33.96909317,46.56216758,41.53724291,42.93559251
Bangladesh,61.59562963,61.80314399,63.0363418,68.87354591,70.76499566,70.2105489,70.79390882,65.64508289,68.3953774,66.96574924,60.12627467,60.84578458
Bulgaria,27.55988096,25.49281015,24.08980882,23.26730013,22.75619549,24.30032702,22.64465578,20.99963709,20.74356996,20.77642742,19.28301303,19.14913234
Bahrain,68.15876158,68.12334942,67.95778934,64.58727578,65.63088097,63.73249929,70.28748254,67.79467818,62.75854371,72.60467743,69.86418236,70.81620768
"Bahamas, The",21.01992374,21.2866269,21.31820066,21.06635652,21.1105137,21.77442494,20.31707569,19.90940079,18.49533328,18.88630621,17.65132069,17.36772049
Bosnia and Herzegovina,30.35255781,29.33961391,33.17226018,33.77212107,32.30015609,34.19186648,31.77325971,30.44623075,28.77732513,29.62283839,27.59446709,27.74766896
Belarus,24.58584826,22.656887,22.65026613,22.87190055,23.31940958,22.91114578,21.64637226,20.59045954,19.76605366,20.07627636,18.87823952,18.76557991
Belize,27.42980234,27.12519252,27.84143983,28.29257873,28.2730542,28.80044628,27.40912213,27.28443966,24.42114809,25.21682566,23.06568424,23.01189211
Bermuda,11.74975934,11.69101106,14.80544275,14.77558692,14.64738151,14.84311292,13.97908263,13.47885095,12.80641477,12.41796108,11.65994362,11.64635919
Bolivia,23.95267949,24.67257239,26.25444139,29.395643,29.5728099,27.90420439,26.39024388,26.09046897,24.81882932,22.47639992,21.3866041,21.5689866
Brazil,15.14386144,15.4128569,15.77348119,15.59592573,15.95528506,15.91279799,15.28545576,14.60990092,13.98993477,13.59465562,12.65867601,12.70662947
Barbados,28.21252173,28.2458825,28.47945619,28.482801,28.21681441,29.30348967,27.03352956,26.23023054,25.18301447,24.68624082,23.45919984,23.0801758
Brunei Darussalam,6.732298222,6.839568343,6.884513524,7.24439177,7.417004403,7.366187122,7.570822949,6.709489683,6.180830115,6.484179774,5.927600072,5.903065468
Bhutan,40.20596907,40.07507496,39.74957882,43.01963566,43.96188317,43.07170329,42.93227289,41.88190701,40.83967373,39.81863873,37.22436394,37.9265032
Botswana,25.43543083,24.98630892,25.30182437,25.07372693,25.72472072,24.59211459,24.85403894,24.87425931,24.15127779,24.33025796,23.63126742,23.09438618
Central African Republic,53.28715609,53.40425591,51.57214353,52.89663351,51.53331961,51.22953137,53.35883384,50.87491368,49.35636376,58.32609851,56.98542248,56.82849738
Canada,8.225863908,8.103930599,8.280983564,8.495469137,8.384457262,8.62446106,8.107410495,7.791636125,7.428419864,7.151582145,6.549074761,6.428383133
Central Europe and the Baltics,24.81804606,22.91582375,21.55990515,21.60903966,21.98802866,21.90983004,20.20362489,19.22537578,18.60919623,18.9941038,17.64108764,17.63329211
Switzerland,14.22837266,13.37056081,12.69076406,12.861816,12.92221973,13.04922122,12.26138801,11.82005499,11.38910719,11.16525468,10.34263047,10.3031001
Channel Islands,,,,,,,,,,,,
Chile,24.67605657,24.94324153,26.16859477,25.52731698,25.89229169,27.24586707,25.0471553,23.9366936,22.86825181,22.56979255,20.87687041,21.03629906
China,57.76500664,58.6601588,60.70483932,66.17450389,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583
Cote d'Ivoire,25.87320064,24.85169224,25.26349351,21.8288118,21.617705,22.59307255,22.49440447,21.30554316,20.90017764,27.68749396,26.67470411,25.88626634
Cameroon,75.0066749,72.5750131,70.82948282,63.45308442,59.29340315,58.07690148,62.776697,58.18633815,56.71530558,77.05174298,73.20529127,72.79309622
"Congo, Dem. Rep.",43.2331345,43.48303483,44.76174457,42.04343872,41.39803933,41.49328795,43.03677157,44.49576095,42.5494471,44.93118592,45.49950018,44.9092636
"Congo, Rep.",46.68716073,42.66256501,43.59878521,42.68905182,42.00909211,44.15559345,43.48998719,46.12663732,45.85281627,44.14769514,45.7110424,46.63822028
Colombia,20.38351541,20.01323703,20.05341997,21.28477536,21.49784542,21.36777875,20.53663622,19.22334802,18.34420526,17.30028428,16.58060037,16.52721022
Comoros,21.75399127,21.07742304,21.54405572,21.24320643,20.66635788,21.02016044,21.2526292,21.04796184,21.50207199,20.71555746,20.48272773,20.5468246
Cabo Verde,36.13872533,36.36461069,36.62812416,30.2624091,27.59644067,31.64177817,32.94099303,32.08584342,31.62108111,38.63361366,33.39233075,34.7787001
Costa Rica,18.30876432,18.56164026,19.41210209,19.65730721,19.27295272,19.70213293,19.33512768,18.34151711,17.54363411,16.87928994,15.65581227,15.7259203
Caribbean small states,22.66794662,22.68586412,22.83912239,23.20019324,23.03226653,23.76486853,22.32645891,21.60990506,20.10205462,20.22760404,19.25183119,19.16437
Cuba,23.79235164,24.25965174,24.1373679,24.00991936,23.93329773,24.78731963,23.23978714,22.85074328,21.29623433,20.86409957,19.73784135,19.7060474
Curacao,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,
Cyprus,20.9065766,20.5172218,20.18499397,19.7180449,20.08186599,20.09096399,19.22484321,18.68454574,18.29352737,19.10134763,16.9580216,17.2944062
Czechia,24.40361819,22.12133187,20.43670674,19.94659258,20.67687047,20.08124665,18.74317608,17.996287,17.39121549,17.41645169,16.1005837,16.07124535
Germany,17.01652364,15.62537022,14.90393488,14.53520844,15.18949496,14.66422844,13.57764226,13.19191946,12.75122057,12.82609758,11.93781112,12.02876736
Djibouti,40.87716559,41.22401354,40.98010856,39.17294068,38.24086927,40.44183546,39.94282079,40.10377303,41.25972754,45.95080851,45.86887513,45.5496176
Dominica,23.34142911,22.86565017,22.9554165,23.56283597,23.74074619,24.27612298,22.21579925,22.15106827,21.01030747,20.68878863,19.98814835,19.49315376
Denmark,13.25493039,12.66754747,12.41693942,12.07842801,11.92914817,12.66233138,11.11552501,10.82027884,11.06670453,10.65728566,10.09597196,10.02965344
Dominican Republic,15.44407366,15.73914006,16.4531496,16.58544537,16.87446546,17.29977986,16.15283991,15.39695063,14.1880737,14.85822076,13.69022772,13.72632115
Algeria,36.93025771,36.45658418,37.5360503,35.85882651,33.63582026,33.83404774,33.3668262,34.24532791,35.56391718,36.08916357,39.85327385,38.8840107
East Asia & Pacific (excluding high income),48.45488181,48.89148974,50.00423217,53.85714794,55.77127271,56.31645713,51.59619011,52.4116682,48.10767672,47.37025792,42.29880664,42.54350332
Early-demographic dividend,56.55643553,57.29788556,58.16920263,61.35514126,64.3109267,64.8812232,60.43305132,61.46463938,60.07650394,60.72225951,59.97909589,60.48061465
East Asia & Pacific,44.94513291,45.4515045,46.56443578,50.11040484,51.85169319,52.36330966,48.02794156,48.81565249,44.85305568,44.23203698,39.53331525,39.76715351
Europe & Central Asia (excluding high income),27.67274818,26.61990682,26.32564911,26.22747693,27.17515331,26.88903461,26.05090412,25.65360147,24.81139422,25.98915378,24.88762089,24.98799375
Europe & Central Asia,21.94650308,20.89404721,20.36873453,20.18481436,20.61307687,20.59845596,19.52162806,19.10150226,18.41916114,19.03669454,18.04708793,18.11312808
Ecuador,18.42443364,18.48500925,18.70026501,19.91466892,19.97918812,19.321995,19.55771048,18.1186093,16.23418751,15.69970761,14.98157801,14.88610066
"Egypt, Arab Rep.",75.47526578,72.33836024,73.26431954,74.03844104,77.44661885,70.78635638,72.79056861,76.21365354,76.55960126,88.21338765,88.1485004,86.99945205
Euro area,16.78512178,15.86466217,15.34222876,15.13192075,15.18766297,15.36666787,14.15782272,13.78847493,13.22492689,13.43108373,12.46667791,12.52540422
Eritrea,46.9213334,46.3436351,46.37292994,47.11026453,45.2271386,45.25744675,46.13384645,47.62781596,44.37494629,49.82891214,48.67093668,48.03019868
Spain,12.21132253,11.9453955,11.77420863,11.56902518,11.3493291,12.03799789,11.14962332,10.74258206,10.07458883,10.44910241,9.704138553,9.697927863
Estonia,9.051927283,8.578045915,8.227386728,8.457242673,8.519848763,8.442558919,7.810698651,7.482813578,7.705552572,7.003727673,6.821448031,6.732124015
Ethiopia,35.80074932,35.83580493,35.53396675,34.35100758,35.63414541,36.31794195,35.97384213,35.88420536,35.04359745,38.85860469,39.24503758,38.97873776
European Union,18.56752706,17.38393554,16.64127036,16.41886931,16.50234066,16.63135775,15.31027414,14.79947256,14.25026123,14.47134041,13.43189546,13.46615428
Fragile and conflict affected situations,47.27875046,46.7736516,46.51624813,44.41546244,43.30562919,43.38738794,44.60530159,42.48968182,41.09982338,50.60222534,48.65096774,48.94973932
Finland,7.412718231,7.232851604,7.093878711,7.142454436,7.190331396,7.283699708,6.601133581,6.278689198,6.468639868,6.063834353,5.893757483,5.861331001
Fiji,13.06679233,12.95578021,13.13845363,12.90249547,13.53381346,13.83646142,12.85205328,12.14461761,11.92289283,11.64194513,11.05934316,10.8401599
France,15.84966725,15.27350321,14.72301795,14.70450609,14.84562127,14.87801926,13.83475371,13.5943087,12.28970307,12.74570798,11.85518422,11.81496362
Faroe Islands,,,,,,,,,,,,
"Micronesia, Fed. Sts.",14.01098216,14.07006258,14.12448447,14.00630093,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944
Gabon,42.91521481,42.84732106,42.58917115,39.97835312,40.27757856,41.13028375,40.8140906,40.72566252,41.31956969,44.09590117,43.72065291,44.38554846
